uniprotID_A|uniprotID_B|isInteraction|trainTest
O76003|Q8TD31|1|train
P61077|Q9NZS9|1|train
Q8IY31|Q92558|1|train
P15884|Q9Y5U2|1|train
O95429|P35268|1|train
P04049|P05783|1|train
O60880|P16333|1|train
O15033|P46109|1|train
Q06187|Q92569|1|test
O75791|Q9Y5V3|1|test
Q8N448|Q9BW85|1|test
Q8N448|Q9Y3C6|1|train
P41182|Q9UBB9|1|train
P51668|Q9Y508|1|train
O14543|Q9NP31|1|train
P51948|Q9H334|1|test
Q13077|Q96HA8|1|test
O43889|P51795|1|train
O43257|Q14451|1|test
Q09472|Q9UMX0|1|train
P00797|Q8N4L8|1|train
O43741|Q13077|1|train
O43741|P04637|1|train
Q13200|Q9UHE8|1|train
O60880|P18847|1|train
P52630|Q8TEW6|1|train
O15530|O95704|1|test
Q03112|Q92569|1|train
Q7Z7G1|Q86UA6|1|train
Q6UY14|Q9UGJ1|1|train
P22234|Q9GZT8|1|test
P15976|P61421|1|test
Q6A162|Q86W54|1|test
Q96GA7|Q9UGJ1|1|train
P15976|P41182|1|train
Q9NRF2|Q9Y600|1|train
Q5VZ18|Q9H3H1|1|train
P27658|Q6UY14|1|train
P43353|Q9BYR5|1|train
P50222|Q8WWY3|1|train
O14569|Q7Z7G1|1|test
P46108|Q9NP31|1|train
O95551|Q08379|1|test
Q7L591|Q9UKG1|1|test
P10916|Q6P280|1|train
Q96JZ2|Q96R05|1|train
Q99750|Q9ULZ1|1|train
Q07912|Q8WXH5|1|test
P42684|Q92569|1|train
P01127|Q99750|1|train
Q96GV9|Q99750|1|test
Q5JRA6|Q9BPX1|1|test
Q5T9L3|Q96A57|1|train
O15524|P46108|1|test
Q92569|Q9Y5E4|1|test
O75791|Q8TD31|1|test
Q15154|Q8IZP0|1|test
P13498|Q99750|1|train
P62993|Q96SW2|1|train
O14641|Q53G59|1|test
O75791|Q6NUQ1|1|test
O14641|Q8N7W2|1|test
O75208|Q7Z7G1|1|train
P62993|Q8N7B6|1|train
O14641|Q86VK4|1|test
Q92574|Q9NP31|1|train
Q7Z7G1|Q8IXS0|1|test
P19419|P46108|1|train
P46108|Q8IXK0|1|train
O14641|Q13895|1|test
O75829|Q8WXH5|1|test
P46108|Q96KP4|1|train
P46108|Q14765|1|test
P24941|Q8N448|1|train
O14777|Q15154|1|train
P62256|Q08379|1|train
P16885|P19419|1|train
Q07157|Q96GC9|1|train
Q8N6L0|Q96HA8|1|train
P16220|Q147U7|1|train
Q15027|Q5R372|1|train
Q5R372|Q8IZQ1|1|train
Q9NSI6|Q9UKG1|1|test
O94777|Q5T9L3|1|train
Q16718|Q8NA61|1|train
Q8N448|Q96HT8|1|train
Q15645|Q9NR21|1|test
O95073|Q14241|1|test
O00141|P16220|1|train
P24522|Q8NA61|1|train
P29372|P46108|1|train
O43186|Q92530|1|test
P37198|P55735|1|train
Q15154|Q6NUQ1|1|test
P24941|Q8NA61|1|train
P41182|Q99750|1|train
Q03989|Q6A162|1|train
O14796|Q14765|1|train
Q8IYI6|Q8TBN0|1|train
P24522|Q8N448|1|train
Q8N3R9|Q8WXH5|1|test
O00141|Q9UI14|1|train
P15927|Q8N448|1|train
O14641|O75791|1|test
Q93086|Q96FH0|1|train
P46108|Q9H706|1|train
P21754|Q14157|1|train
P46108|Q12841|1|train
P14921|Q9UER7|1|train
Q13387|Q6P5X5|1|test
O43251|Q92530|1|test
O14917|P21754|1|train
Q8TD91|Q9UKG1|1|test
O75791|Q13077|1|test
P21754|Q8N3F8|1|train
Q13077|Q9NR46|1|train
Q96HA8|Q96IK5|1|train
O43186|Q13492|1|train
Q92530|Q9Y5V3|1|test
Q13077|Q9Y2K1|1|test
P61421|Q93062|1|train
P62837|Q9BV68|1|test
P02749|P11226|1|train
Q13308|Q7Z7G1|1|test
O14544|P46108|1|train
Q13077|Q9H190|1|train
P46108|Q92854|1|train
Q9H190|Q9NPJ6|1|train
P46108|Q96DZ7|1|train
P10415|P63098|1|test
Q96AA8|Q96HA8|1|train
P21673|Q9BYD2|1|train
P21754|Q8IXA5|1|train
O14641|O95551|1|test
P42773|Q8N448|1|train
O14641|P19544|1|test
O14641|P41182|1|test
O14641|Q8WWY3|1|test
O14641|Q3B820|1|test
P23142|P84022|1|test
O14641|Q86YD7|1|test
Q6PF18|Q93062|1|train
P07332|Q99750|1|test
O14641|Q9H257|1|test
O75791|Q08379|1|test
Q99750|Q9NVF9|1|train
Q08379|Q9Y2V7|1|train
O14641|Q8IYA8|1|test
P35125|Q99750|1|train
P46108|Q9NPC6|1|train
O95848|Q8N448|1|train
Q92530|Q9UKT9|1|test
P46108|Q8TD91|1|train
P27986|Q7Z7G1|1|train
Q9UBC3|Q9Y6K1|1|train
P00352|P05091|1|train
O60636|Q5R372|1|train
Q5T9L3|Q96EC8|1|train
P10415|P28482|1|test
P46108|Q8N448|1|test
Q5T9L3|Q9P003|1|train
Q14919|Q8N448|1|train
O75791|Q8TF50|1|test
O75791|Q8NA61|1|test
P08962|Q5T9L3|1|test
O75791|Q5JR59|1|test
Q93062|Q96LI6|1|train
O75791|Q9UKT9|1|test
P10415|P67775|1|train
P48059|Q9NS73|1|test
Q5T9L3|Q96B49|1|train
Q5VZ18|Q7L591|1|train
P25786|P48775|1|test
P14373|Q04864|1|train
Q8WWG9|Q9NQB0|1|train
Q8N7W2|Q92530|1|test
Q7L591|Q99704|1|train
P55072|Q92569|1|train
Q15633|Q6ZVK8|1|train
Q8WWW0|Q92624|1|test
Q06124|Q8TBB1|1|test
O00308|Q92530|1|test
Q8TES7|Q9UGJ1|1|train
P53365|P84077|1|train
Q8N7W2|Q9H8W4|1|test
P04637|P16885|1|train
Q96EP1|Q9Y2X8|1|test
P10451|Q9NRR5|1|test
O14641|Q08379|1|test
O43447|Q8N448|1|train
Q5SW96|Q6P5S2|1|test
P62993|Q8N448|1|train
P54259|P61289|1|train
P27986|Q9UKG1|1|test
Q08117|Q63HR2|1|test
O14641|Q8N5A5|1|test
Q03431|Q04917|1|train
Q8NBZ0|Q9UKG1|1|test
P31947|Q8N448|1|train
O60496|Q9UKG1|1|test
Q8WXH5|Q9BYZ2|1|test
O60496|Q7L591|1|train
G2XKQ0|O75925|1|test
O00459|P28799|1|test
O60496|P40763|1|train
P33316|Q9H8W4|1|train
P61421|Q9UKT9|1|train
Q93062|Q99816|1|test
P84022|Q93062|1|train
Q63HR2|Q93062|1|train
O60885|Q92905|1|train
O60496|P46109|1|train
Q96B02|Q96EP1|1|train
P46108|Q14847|1|train
Q08379|Q15154|1|train
Q8NA61|Q8WWY3|1|train
O14641|Q93062|1|test
Q8NBB4|Q9NP31|1|train
Q96GX9|Q9GZT8|1|train
O95073|Q6ZVK8|1|train
O14745|Q16548|1|test
O75791|Q9Y2V7|1|test
Q9H8W4|Q9UKG1|1|test
O95073|Q9GZT8|1|train
Q8ND25|Q96B02|1|train
Q6ZVK8|Q9BTE0|1|train
O75791|Q8IYA8|1|test
Q96MA1|Q9GZT8|1|test
Q93062|Q9BUZ4|1|train
O00308|O75791|1|test
P46108|Q9UKT9|1|train
O15160|Q8N448|1|train
O14933|Q96EQ8|1|train
Q13064|Q93062|1|train
Q96HA8|Q9UKT9|1|train
P05067|Q9BYF1|1|test
O43186|Q93062|1|test
Q7Z7G1|Q8NEA6|1|train
O60496|P46108|1|test
Q5T9L3|Q9NX00|1|train
O00267|Q08117|1|test
P49368|Q8N448|1|train
O14641|P62993|1|test
P08631|Q8N5V2|1|test
P11802|Q8N448|1|test
Q08379|Q9UJY4|1|train
P68036|Q96EQ8|1|train
O14641|Q9P0T4|1|test
P48436|Q5T9L3|1|train
Q00587|Q99750|1|train
P46108|Q08AM6|1|train
Q16643|Q5R372|1|test
Q5JST6|Q8IYI6|1|train
P48509|Q4VC05|1|test
Q99750|Q9NR21|1|test
P63279|Q96IK5|1|train
Q06787|Q7L576|1|train
P15976|Q93062|1|train
Q5T9L3|Q96D05|1|train
Q8N448|Q96CG3|1|train
O95376|Q9NPD8|1|train
P0C7W6|Q15154|1|train
P78356|Q9NRR5|1|test
O14770|Q93062|1|train
P24592|Q9NRR5|1|test
Q15125|Q5T9L3|1|train
Q5T9L3|Q9NYZ1|1|test
P31273|Q93062|1|train
Q9NXV2|Q9UBU9|1|test
Q07869|Q92569|1|train
Q13191|Q9UKG1|1|test
P14373|Q9UGJ1|1|train
O14656|Q96NW7|1|train
Q5T9L3|Q96B45|1|test
Q5T9L3|Q9H6X4|1|train
Q5VSY0|Q9NRR5|1|test
O14641|Q9BWG6|1|test
O95751|Q9C0A6|1|train
Q6UX72|Q99750|1|test
P46108|Q7L591|1|train
O14641|Q8TAP4|1|test
P61088|Q96EP1|1|train
A1XBS5|Q92624|1|train
P21741|Q9NRR5|1|test
O15162|P54259|1|train
Q08379|Q7Z6G3|1|train
O75791|P41161|1|test
O43559|P49757|1|train
Q3B8N2|Q8NEU8|1|test
Q5T742|Q5T9L3|1|test
O00221|Q04206|1|train
Q13387|Q9H7E9|1|test
Q15750|Q8N448|1|train
P46108|Q8WZ19|1|train
O75791|P15976|1|test
O75791|Q13064|1|test
P35555|P55083|1|train
Q9NRR5|Q9Y5P3|1|test
P55795|Q08117|1|test
O75791|O95429|1|test
P54259|Q01844|1|train
Q5T9L3|Q7Z7B1|1|test
O14641|Q15750|1|test
Q7Z6E9|Q9BTP7|1|test
P27986|Q8IZW8|1|train
Q13232|Q9NRR5|1|test
Q13492|Q93062|1|train
Q6P1J6|Q92569|1|train
P50552|Q96MA1|1|test
O15287|Q08117|1|test
Q05086|Q15038|1|test
Q08379|Q16718|1|train
P41134|Q9UKG1|1|test
P05783|Q9NUX5|1|train
P55273|P62324|1|test
Q08379|Q9UKT9|1|train
Q08379|Q8NA61|1|train
Q08379|Q53EZ4|1|train
O15287|Q9UKT9|1|test
P49757|Q8TAK6|1|train
O15287|Q6NUQ1|1|train
P46379|Q9NRR5|1|test
O15287|Q7Z6G3|1|train
P15976|Q13643|1|train
Q05086|Q9UHD9|1|test
Q96IW2|Q9HC96|1|train
O14544|Q9UKG1|1|test
Q5VTD9|Q9BUH8|1|train
Q8NA54|Q92569|1|train
P46108|Q8WY64|1|train
O15287|Q8NA61|1|train
O43559|P42679|1|test
O14544|Q8TBB1|1|train
P54725|Q05086|1|test
Q05086|Q96EY7|1|test
Q6NSW7|Q93062|1|train
Q13643|Q5T749|1|train
P51668|Q86Y13|1|test
Q13643|Q96PX9|1|train
Q86Y13|Q96B02|1|test
O75791|Q08117|1|test
P0DJI9|Q15562|1|test
Q96HA8|Q9NXC5|1|train
Q05086|Q9NWS9|1|test
P17787|P43681|1|test
B2RUY7|Q13643|1|test
Q13643|Q96NZ1|1|train
Q16401|Q8N448|1|train
O00463|Q08379|1|train
Q5T9L3|Q9Y6G1|1|train
O43257|Q9UN19|1|test
Q8N448|Q92530|1|test
Q13829|Q9UN19|1|train
Q5T9L3|Q9UN67|1|test
Q8NEC7|Q9UN19|1|test
O43559|P50552|1|train
O75791|Q9UBB9|1|test
O15287|Q08379|1|train
P62993|Q9Y5E4|1|train
P33993|Q93062|1|train
Q0VDD7|Q7L2Z9|1|train
Q8WY64|Q9UN19|1|train
P15622|Q05086|1|test
Q08379|Q9H668|1|train
Q05086|Q9UFW8|1|test
O14544|Q7Z7G1|1|train
O75791|P13646|1|test
P40763|Q3KNS6|1|test
P40763|Q96JC1|1|train
P40763|Q9NSI6|1|train
P40763|Q9NVE4|1|train
P40763|Q7Z417|1|train
P40763|P60409|1|train
O14641|Q9H1M0|1|test
P35219|P40763|1|train
P15976|Q08379|1|train
Q86VK4|Q8N448|1|train
Q13643|Q9UKT9|1|train
P40763|Q96DZ7|1|train
O14514|Q5TCQ9|1|test
P40763|Q8NEC7|1|train
P40763|Q9UBX0|1|train
P62993|Q5T749|1|train
Q08379|Q9NR46|1|train
P18754|P48729|1|train
O15524|P46109|1|test
P41182|Q5JR59|1|train
Q9BW85|Q9Y6C2|1|test
P35520|Q96HA8|1|test
P46109|Q99704|1|train
P62837|Q9Y508|1|test
P56545|Q13643|1|train
Q53EZ4|Q9Y6A5|1|train
P62837|Q9NZS9|1|test
O15530|P41240|1|train
P28482|Q15025|1|test
O15287|Q8N448|1|train
Q8N448|Q9HBI0|1|train
Q8N448|Q9UH92|1|train
P46109|Q9H0V1|1|train
P62256|Q8N448|1|train
Q92530|Q93062|1|test
O14641|Q92530|1|test
Q8N448|Q9UQR1|1|test
P48729|Q96A00|1|train
P09429|P48729|1|train
P26583|P48729|1|train
O15287|Q9Y2K1|1|train
P16333|Q8TAK6|1|train
Q8N448|Q9NRW1|1|train
Q8N448|Q9HAT0|1|train
Q13643|Q8N448|1|train
P42229|Q8TAK6|1|train
P35638|Q15154|1|train
P40763|Q92569|1|train
O75934|Q13077|1|test
Q3B820|Q9BZW7|1|test
P29350|Q8TAK6|1|train
P40763|Q9Y4J8|1|train
Q8IZW8|Q8NEC7|1|train
P27986|P40763|1|train
Q8N878|Q9Y237|1|train
Q12929|Q96GT9|1|train
Q13643|Q8IYA8|1|test
P06239|P40763|1|train
P22681|P40763|1|train
O00459|P40763|1|train
Q05086|Q9UMX0|1|test
P40763|P49137|1|train
P51668|Q8N5U6|1|test
P40763|Q9Y3P9|1|test
Q92569|Q96JZ2|1|train
P22681|Q9UKG1|1|test
Q9H0P0|Q9UMX0|1|train
P40763|Q7L591|1|train
P40763|Q15672|1|test
P40763|Q8IZQ1|1|train
Q99750|Q9H078|1|train
P62993|Q9NP98|1|test
O15287|Q9UBB9|1|train
P40763|P42684|1|train
P13725|Q86VK4|1|train
P40763|Q03181|1|train
P52333|Q8TBB1|1|train
P20936|Q8TAK6|1|train
P40763|Q14847|1|train
Q13643|Q9NRM7|1|train
P40763|Q9NP31|1|train
Q13077|Q96CG3|1|train
P51911|Q8TD31|1|train
P46108|P68402|1|train
O75791|Q93062|1|test
Q7Z6G3|Q96CJ1|1|test
O95997|P16885|1|train
P04271|Q92843|1|train
P40763|Q5VWN6|1|train
P43897|Q9BZL4|1|train
P16885|Q99645|1|train
O14669|P46108|1|train
P46108|Q18PE1|1|test
Q7L3V2|Q96D09|1|train
O60573|Q99750|1|train
Q93062|Q9BT43|1|train
P21673|P50552|1|train
O14641|P15622|1|test
Q8N448|Q96CJ1|1|train
Q96CJ1|Q9UBB9|1|train
Q5R372|Q8N6T3|1|train
P46108|Q8WVB6|1|train
O75791|Q8N448|1|test
O60880|Q05397|1|test
Q8N448|Q9P0T4|1|train
P15976|Q63HR2|1|train
P56279|Q8N448|1|train
Q93062|Q96CJ1|1|train
Q96CJ1|Q96MF2|1|test
Q32MZ4|Q9NP31|1|test
Q08117|Q13643|1|test
P40763|Q9Y2X9|1|train
P16591|Q8WVF5|1|train
P50570|Q08379|1|train
P22681|Q12929|1|train
P50570|Q96HA8|1|train
O75791|P50570|1|test
P63000|Q8N9S9|1|train
Q92569|Q9Y2X9|1|train
Q9H9Y6|Q9UBN7|1|train
Q92574|Q96JZ2|1|train
Q13387|Q5BJH2|1|test
Q86Y13|Q9Y2X8|1|test
O14641|Q08117|1|test
P46108|Q99504|1|test
Q96T49|Q9UBB9|1|train
P15976|Q96T49|1|train
P27986|P46108|1|train
Q08117|Q92530|1|test
O00560|Q8NA61|1|train
Q14152|Q9UBB9|1|train
Q8N448|Q9UJ70|1|train
Q8TBB1|Q9NP31|1|train
O00459|P46108|1|train
O75791|Q9NRM7|1|test
P50222|Q99750|1|train
O14641|Q96T49|1|test
Q08117|Q96T49|1|test
O75791|Q5VWX1|1|test
Q93062|Q9BUK0|1|train
Q8N448|Q969R5|1|train
Q9H0L4|Q9NRR5|1|test
Q5VWX1|Q92530|1|test
P46108|Q9ULV8|1|train
Q93062|Q96T49|1|train
Q8N448|Q96HA8|1|test
P46108|Q8TAK5|1|test
O43889|Q13635|1|train
Q86VK4|Q96T49|1|train
Q96D21|Q9UI14|1|train
P46108|Q7Z417|1|train
P14324|Q9NRA8|1|train
O75791|Q8TBB1|1|test
Q08379|Q9UBB9|1|train
Q15973|Q7Z3S9|1|train
O94972|Q7Z2E3|1|test
Q93062|Q9NQB0|1|test
Q8IYA8|Q96CJ1|1|test
P46108|Q96JZ2|1|train
P50570|P98170|1|train
P08865|P0DP24|1|test
P46108|Q8WUD1|1|test
P16885|Q68G74|1|test
P46108|Q99645|1|train
O00291|O14641|1|test
Q08379|Q8IYA8|1|test
O00746|Q7Z7G1|1|train
P28332|Q15025|1|train
O14641|Q96GG9|1|test
P33993|Q9Y2V7|1|train
Q08117|Q96GG9|1|test
O76041|Q96JN2|1|train
P33993|Q8N448|1|train
P63098|Q15825|1|test
P33993|Q9UBB9|1|train
O00746|Q8IZW8|1|train
P46108|Q8IZS5|1|test
Q15154|Q2M2I5|1|train
P15531|Q9GZT8|1|train
P36406|P51116|1|train
Q08379|Q96CJ1|1|train
O43660|P51911|1|train
Q05086|Q6PF05|1|test
Q8N448|Q9BWG6|1|train
P51911|Q9Y2V7|1|train
Q08117|Q96CJ1|1|test
Q8N448|Q9NR46|1|train
O60496|P06239|1|train
P62256|Q08117|1|test
P40763|Q6P1L5|1|train
Q7Z3S9|Q9GZQ4|1|train
P38432|Q8NHQ1|1|train
Q8N448|Q8TCE9|1|train
P04637|Q96CJ1|1|train
P57796|Q8N448|1|train
Q8ND90|Q96CJ1|1|train
P41182|P57796|1|train
P57796|Q9UKT9|1|train
P57796|Q08117|1|test
P02647|P23142|1|test
P62993|Q9BRT2|1|train
P51570|Q96N96|1|train
P51911|Q8N0S2|1|train
Q147U7|Q96BR1|1|train
P26367|Q05086|1|test
O00267|Q08379|1|train
P29317|Q05397|1|test
P0C1Z6|P55199|1|test
P54727|Q05086|1|test
P11277|P42224|1|train
Q18PE1|Q9UKG1|1|test
Q13077|Q8N448|1|train
O15273|P46108|1|train
O75791|Q9BYQ6|1|test
P51911|Q15021|1|train
Q15154|Q9UBB9|1|train
P33993|Q9UKT9|1|train
P27986|Q9UKT9|1|test
Q03989|Q08379|1|train
Q5R372|Q9BRT2|1|train
Q05397|Q8TEW6|1|test
Q96JZ2|Q9BYZ2|1|test
Q13224|Q5TCQ9|1|test
P17612|P46108|1|train
P62310|Q9UBB9|1|test
Q96JZ2|Q9BXM7|1|train
P27986|Q8N448|1|train
P43365|Q05086|1|test
Q8TCE9|Q9Y2V7|1|train
P62837|Q86Y13|1|test
O75829|Q96JZ2|1|train
Q13363|Q96HA8|1|train
P33993|Q6NUQ1|1|train
P62837|Q8N5U6|1|test
P25788|Q9Y297|1|train
Q08379|Q96IK5|1|train
Q02548|Q05086|1|test
P06396|Q9NRI5|1|train
P26651|Q9NPI6|1|train
P41743|Q96L34|1|train
Q96AX9|Q9UHD2|1|test
Q14457|Q96GC9|1|train
P26045|Q9ULK5|1|train
P10636|P46779|1|train
A6NED2|Q8N371|1|train
Q9H4L4|Q9NXF1|1|test
Q9NZJ6|Q9Y697|1|train
P00441|P04406|1|train
P19525|Q9UL40|1|train
Q3KP66|Q9UKB1|1|train
P26045|P31040|1|train
Q9C0C7|Q9Y4K3|1|test
Q8IWT0|Q9Y3I0|1|test
P09496|Q9Y6A5|1|train
P11142|Q9GZX7|1|train
O95983|P01106|1|train
P04233|Q14974|1|train
P11142|P49407|1|test
P04156|P10636|1|train
O75923|Q96CV9|1|train
O43474|O95983|1|train
O94763|Q9H6T3|1|test
P54762|P62993|1|train
P09172|Q04656|1|test
O14896|Q02556|1|test
Q13017|Q8IZD9|1|train
P60520|Q9P2R3|1|train
P55060|Q96JQ5|1|test
P11142|P32121|1|test
P55060|Q15077|1|test
A0A0U1RRE5|Q9NPI6|1|train
O95183|P55060|1|train
P60953|Q96L34|1|train
Q14139|Q7Z434|1|test
